registro_id,tipo,titulo,autores,ano,instituicao,curso,veiculo,resumo,palavras_chaves,natureza,financiadores,texto_completo,resumo_processado,nome_topico,orientador
59,Artigo,A poeta e seus poemas-brinquedo,Paulo Alberto Da Silva Sales,2022,IFGOIANO,,REVISTA CONVERGÊNCIA LUSÍADA,,,,,A poeta e seus poemas-brinquedo REVISTA CONVERGÊNCIA LUSÍADA,poeta poemas brinquedo revista convergencia lusiada,"Tópico 3: Revista, Online, Ciencias",
60,Artigo,"O jogo autoficcional em 'De mim já nem se lembra', de Luiz Ruffato",Paulo Alberto Da Silva Sales,2022,IFGOIANO,,REVISTA ELETRÔNICA ARATICUM,,,,,"O jogo autoficcional em 'De mim já nem se lembra', de Luiz Ruffato REVISTA ELETRÔNICA ARATICUM",jogo autoficcional mim lembra luiz ruffato revista eletronica araticum,"Tópico 7: Revista, Estudos, Mulheres",
61,Artigo,"A escrita epistolar como cura do trauma em Vista chinesa, de Tatiana Salem Levy",Paulo Alberto Da Silva Sales,2022,IFGOIANO,,"CADERNOS DO IL, PORTO ALEGRE",,,,,"A escrita epistolar como cura do trauma em Vista chinesa, de Tatiana Salem Levy CADERNOS DO IL, PORTO ALEGRE",escrita epistolar cura trauma vista chinesa tatiana salem levy cadernos alegre,"Tópico 19: Gestao, Ambiental, Turismo",
62,Artigo,Cosmovisões lusitanas rasuradas: o jogo paródico n'O Kit de Sobrevivência do Descobridor Português no Mundo Anticolonial,Paulo Alberto Da Silva Sales,2023,IFGOIANO,,REVISTA CONVERGÊNCIA LUSÍADA,,,,,Cosmovisões lusitanas rasuradas: o jogo paródico n'O Kit de Sobrevivência do Descobridor Português no Mundo Anticolonial REVISTA CONVERGÊNCIA LUSÍADA,cosmovisoes lusitanas rasuradas jogo parodico kit sobrevivencia descobridor portugues mundo anticolonial revista convergencia lusiada,"Tópico 17: None, None none, Lingua",
63,Artigo,Biopoder e necropolítica em Ignácio de Loyola Brandão,Paulo Alberto Da Silva Sales,2023,IFGOIANO,,CADERNOS DE LETRAS DA UFF,,,,,Biopoder e necropolítica em Ignácio de Loyola Brandão CADERNOS DE LETRAS DA UFF,biopoder necropolitica ignacio loyola brandao cadernos letras uff,"Tópico 17: None, None none, Lingua",
64,Artigo,"Repetir, reprogramar o mundo: a pós-produção na poética de Patrícia Lino",Paulo Alberto Da Silva Sales,2023,IFGOIANO,,ELYRA: REVISTA DA REDE INTERNACIONAL LYRACOMPOETICS,,,,,"Repetir, reprogramar o mundo: a pós-produção na poética de Patrícia Lino ELYRA: REVISTA DA REDE INTERNACIONAL LYRACOMPOETICS",repetir reprogramar mundo pos producao poetica patricia lino elyra revista rede internacional lyracompoetics,"Tópico 7: Revista, Estudos, Mulheres",
65,Artigo,O pós-modernismo: (des) continuidades estéticas,Paulo Alberto Da Silva Sales,2010,IFGOIANO,,Ícone: Revista de Letras (UEG. São Luís de Montes Belos),,,,,O pós-modernismo: (des) continuidades estéticas Ícone: Revista de Letras (UEG. São Luís de Montes Belos),pos modernismo des continuidades esteticas icone revista letras ueg luis montes belos,"Tópico 17: None, None none, Lingua",
66,Artigo,Versões do feminino em As horas:perspectivas comparadas entre literatura e cinema,Paulo Alberto Da Silva Sales,2008,IFGOIANO,,Ícone: Revista de Letras (UEG. São Luís de Montes Belos),,"cinema, literatura,, ",,,"Versões do feminino em As horas:perspectivas comparadas entre literatura e cinema Ícone: Revista de Letras (UEG. São Luís de Montes Belos) cinema, literatura,,",versoes feminino horas comparadas literatura cinema icone revista letras ueg luis montes belos cinema literatura,"Tópico 17: None, None none, Lingua",
67,Artigo,Poesia e escrita não criativa,Paulo Alberto Da Silva Sales,2023,IFGOIANO,,TEXTO POÉTICO,,,,,Poesia e escrita não criativa TEXTO POÉTICO,poesia escrita criativa texto poetico,"Tópico 17: None, None none, Lingua",
68,Artigo,"Desacelerar os passos, resistir à positividade: chagas da psicopolítica em Inferno, de Pedro Eiras",Paulo Alberto Da Silva Sales,2024,IFGOIANO,,ABRIL (NITERÓI),,,,,"Desacelerar os passos, resistir à positividade: chagas da psicopolítica em Inferno, de Pedro Eiras ABRIL (NITERÓI)",desacelerar passos resistir positividade chagas psicopolitica inferno pedro eiras abril niteroi,"Tópico 19: Gestao, Ambiental, Turismo",
69,Artigo,A 'realidadeficção' nas grafias de Veronica Stigger,Paulo Alberto Da Silva Sales,2024,IFGOIANO,,DESENREDO,,,,,A 'realidadeficção' nas grafias de Veronica Stigger DESENREDO,realidadeficcao grafias veronica stigger desenredo,"Tópico 0: Producao, Alimentos, Produtos",
70,Artigo,Escrever com Adília/Barthes sobre o que gostamos,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,REVISTA CONVERGÊNCIA LUSÍADA,,,,,Escrever com Adília/Barthes sobre o que gostamos REVISTA CONVERGÊNCIA LUSÍADA,escrever adilia barthes gostamos revista convergencia lusiada,"Tópico 3: Revista, Online, Ciencias",
71,Artigo,A partilha dos afetos na poesia portuguesa recente,Paulo Alberto Da Silva Sales,2024,IFGOIANO,,REVISTA E-SCRITA: REVISTA DO CURSO DE LETRAS DA UNIABEU,,,,,A partilha dos afetos na poesia portuguesa recente REVISTA E-SCRITA: REVISTA DO CURSO DE LETRAS DA UNIABEU,partilha afetos poesia portuguesa recente revista scrita revista letras uniabeu,"Tópico 17: None, None none, Lingua",
72,Artigo,-A mão deformada-: o riso subversivo de Patrícia Lino,Paulo Alberto Da Silva Sales,2024,IFGOIANO,,ABRIL (NITERÓI),,,,,-A mão deformada-: o riso subversivo de Patrícia Lino ABRIL (NITERÓI),mao deformada riso subversivo patricia lino abril niteroi,"Tópico 6: Extensao, None, Extensao none",
73,Artigo,O dilema racial nas grafias biográficas sobre Machado de Assis,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,BAKHTINIANA - REVISTA DE ESTUDOS DO DISCURSO,,,,,O dilema racial nas grafias biográficas sobre Machado de Assis BAKHTINIANA - REVISTA DE ESTUDOS DO DISCURSO,dilema racial grafias biograficas machado assis bakhtiniana revista estudos discurso,"Tópico 7: Revista, Estudos, Mulheres",
74,Artigo,O lixo é uma ética:  notas críticas a poemas de Pedro Mexia,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,ALEA: ESTUDOS NEOLATINOS (IMPRESSO),,,,,O lixo é uma ética: notas críticas a poemas de Pedro Mexia ALEA: ESTUDOS NEOLATINOS (IMPRESSO),lixo etica notas criticas poemas pedro mexia alea estudos neolatinos impresso,"Tópico 19: Gestao, Ambiental, Turismo",
75,Artigo,Cartas de Haroldo Maranhão sobre Machado de Assis,Paulo Alberto Da Silva Sales,2024,IFGOIANO,,Revista Linha D´Água,,,,,Cartas de Haroldo Maranhão sobre Machado de Assis Revista Linha D´Água,cartas haroldo machado assis revista linha agua,"Tópico 3: Revista, Online, Ciencias",
76,Artigo,Pedro Mexia e a poesia em tempos de vida a crédito,Paulo Alberto Da Silva Sales,2024,IFGOIANO,,NAU LITERÁRIA,,,,,Pedro Mexia e a poesia em tempos de vida a crédito NAU LITERÁRIA,pedro mexia poesia tempos vida credito nau literaria,"Tópico 17: None, None none, Lingua",
77,Artigo,Lima Barreto e a literatura como missão,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,NAU LITERÁRIA,,,,,Lima Barreto e a literatura como missão NAU LITERÁRIA,lima barreto literatura missao nau literaria,"Tópico 17: None, None none, Lingua",
78,Artigo,Adília Lopes plural,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,REVISTA DESASSOSSEGO,,,,,Adília Lopes plural REVISTA DESASSOSSEGO,adilia lopes plural revista desassossego,"Tópico 3: Revista, Online, Ciencias",
79,Artigo,Golgona Anghel e a sociedade do cansaço,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,CADERNOS DE LITERATURA COMPARADA,,,,,Golgona Anghel e a sociedade do cansaço CADERNOS DE LITERATURA COMPARADA,golgona anghel sociedade cansaco cadernos literatura comparada,"Tópico 7: Revista, Estudos, Mulheres",
80,Artigo,Poesia e escritas de si/ Poetry and writings of the self/ Poesía y escrituras de sí,Paulo Alberto Da Silva Sales,2026,IFGOIANO,,TEXTO POÉTICO,,,,,Poesia e escritas de si/ Poetry and writings of the self/ Poesía y escrituras de sí TEXTO POÉTICO,poesia escritas poetry and writings the self poesia escrituras texto poetico,"Tópico 17: None, None none, Lingua",
81,Artigo,Poesia e a (não?) salvação do mundo em Pedro Eiras,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,ELYRA: REVISTA DA REDE INTERNACIONAL LYRACOMPOETICS,,"Poesia portuguesa contemporânea, Pedro Eiras, Salvação do mundo, ",,,"Poesia e a (não?) salvação do mundo em Pedro Eiras ELYRA: REVISTA DA REDE INTERNACIONAL LYRACOMPOETICS Poesia portuguesa contemporânea, Pedro Eiras, Salvação do mundo,",poesia salvacao mundo pedro eiras elyra revista rede internacional lyracompoetics poesia portuguesa contemporanea pedro eiras salvacao mundo,"Tópico 17: None, None none, Lingua",
82,Artigo,Hibridismos na ficção contemporânea luso-brasileira,Paulo Alberto Da Silva Sales,2026,IFGOIANO,,REVISTA CONVERGÊNCIA LUSÍADA,,,,,Hibridismos na ficção contemporânea luso-brasileira REVISTA CONVERGÊNCIA LUSÍADA,hibridismos ficcao contemporanea luso revista convergencia lusiada,"Tópico 7: Revista, Estudos, Mulheres",
83,Artigo,Adília: vida como poesia,Paulo Alberto Da Silva Sales,2025,IFGOIANO,,REVISTA DESASSOSSEGO,,,,,Adília: vida como poesia REVISTA DESASSOSSEGO,adilia vida poesia revista desassossego,"Tópico 17: None, None none, Lingua",
84,Artigo,"O pastiche de Roberto Bolaño, autor de ficciones",Paulo Alberto Da Silva Sales,2024,IFGOIANO,,ALETRIA: REVISTA DE ESTUDOS DE LITERATURA,,,,,"O pastiche de Roberto Bolaño, autor de ficciones ALETRIA: REVISTA DE ESTUDOS DE LITERATURA",pastiche roberto bolano autor ficciones aletria revista estudos literatura,"Tópico 7: Revista, Estudos, Mulheres",
85,Artigo,Produtores de Inovação Tecnológica e Percepção de Impactos: O caso da RIDESA,Haihani Silva Passos,2015,IFGOIANO,,"Fronteiras: Journal of Social, Technological and Environmental Science",,"Sócio Ambiental, Desenvolvimento Regional, pesquisadores, ",,,"Produtores de Inovação Tecnológica e Percepção de Impactos: O caso da RIDESA Fronteiras: Journal of Social, Technological and Environmental Science Sócio Ambiental, Desenvolvimento Regional, pesquisadores,",produtores inovacao tecnologica percepcao ridesa fronteiras journal social technological and environmental science socio ambiental desenvolvimento regional pesquisadores,"Tópico 16: Desenvolvimento, Tecnologia, Inovacao",
86,Artigo,"Diagnóstico sobre o trabalho remoto no Ministério da Agricultura, Pecuária e Abastecimento",Haihani Silva Passos,2022,IFGOIANO,,REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA,,,,,"Diagnóstico sobre o trabalho remoto no Ministério da Agricultura, Pecuária e Abastecimento REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA",diagnostico remoto ministerio agricultura pecuaria abastecimento revista administracao cientifica,"Tópico 3: Revista, Online, Ciencias",
87,Artigo,Evaluating the impacts of Payment for Ecosystem Services (water supplies) in an agricultural system of the Brazilian Cerrado,Haihani Silva Passos,2023,IFGOIANO,,ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS,,,,,Evaluating the impacts of Payment for Ecosystem Services (water supplies) in an agricultural system of the Brazilian Cerrado ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS,evaluating the impacts payment ecosystem services water supplies agricultural system the brazilian cerrado anais academia ciencias,"Tópico 13: And, The, Journal",
88,Artigo,"Gestão estratégica de TD&E: avaliação da necessidade de treinamento no Ministério da Agricultura, Pecuária e Abastecimento",Haihani Silva Passos,2022,IFGOIANO,,REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA,,,,,"Gestão estratégica de TD&E: avaliação da necessidade de treinamento no Ministério da Agricultura, Pecuária e Abastecimento REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA",gestao estrategica necessidade treinamento ministerio agricultura pecuaria abastecimento revista administracao cientifica,"Tópico 3: Revista, Online, Ciencias",
89,Artigo,A indesejada das gentes: entre a literatura e a necropolítica,Denise Dias,2022,IFGOIANO,,LÉGUA & MEIA,,"necropolítica, biodireito, ",,,"A indesejada das gentes: entre a literatura e a necropolítica LÉGUA & MEIA necropolítica, biodireito,",indesejada gentes literatura necropolitica legua meia necropolitica biodireito,"Tópico 17: None, None none, Lingua",
90,Artigo,Centro de Línguas IF Goiano - Campus Ceres,Denise Dias,2021,IFGOIANO,,Ação e sociedade: revista de extensão do IF goiano,,"centro de linguas, françes, ",,,"Centro de Línguas IF Goiano - Campus Ceres Ação e sociedade: revista de extensão do IF goiano centro de linguas, françes,",linguas goiano ceres acao sociedade revista extensao goiano linguas frances,"Tópico 14: Comunidade, Extensao, Extensao none",
91,Artigo,"Pedro Bala e Guma: herois amadianos, metáforas do hibridismo em busca da liberdade",Denise Dias,2014,IFGOIANO,,REVISTA DO PROGRAMA DE PÓS GRADUAÇÃO EM ESTUDOS LITERÁRIOS,,"hibridismo, Jorge Amado, liberdade, ",,,"Pedro Bala e Guma: herois amadianos, metáforas do hibridismo em busca da liberdade REVISTA DO PROGRAMA DE PÓS GRADUAÇÃO EM ESTUDOS LITERÁRIOS hibridismo, Jorge Amado, liberdade,",pedro bala guma herois amadianos metaforas hibridismo busca liberdade revista programa pos graduacao estudos literarios hibridismo jorge amado liberdade,"Tópico 7: Revista, Estudos, Mulheres",
92,Artigo,O itinerário do narrador em Os velhos marinheiros ou o capitão-de-longo-curso de Jorge Amado,Denise Dias,2022,IFGOIANO,,A COR DAS LETRAS (UEFS),,"Jorge Amado, neopicaro, ",,,"O itinerário do narrador em Os velhos marinheiros ou o capitão-de-longo-curso de Jorge Amado A COR DAS LETRAS (UEFS) Jorge Amado, neopicaro,",itinerario narrador velhos marinheiros capitao longo jorge amado cor letras uefs jorge amado neopicaro,"Tópico 18: Serao, Sera, None",
93,Artigo,Vasco Moscoso de Aragão: a poética do duplo denunciador do descaso social brasileiro,Denise Dias,2023,IFGOIANO,,TABULEIRO DE LETRAS,,"crítica, dublo, Jorge Amado, ",,,"Vasco Moscoso de Aragão: a poética do duplo denunciador do descaso social brasileiro TABULEIRO DE LETRAS crítica, dublo, Jorge Amado,",vasco moscoso aragao poetica duplo denunciador descaso social tabuleiro letras critica dublo jorge amado,"Tópico 17: None, None none, Lingua",
94,Artigo,O binômio da educação atual: letramento digital e as tecnologias digitais da comunicação e da informação,Denise Dias,2024,IFGOIANO,,CONTRIBUCIONES A LAS CIENCIAS SOCIALES,,"Educação, letramento literário, tecnologias digitaos, ",,,"O binômio da educação atual: letramento digital e as tecnologias digitais da comunicação e da informação CONTRIBUCIONES A LAS CIENCIAS SOCIALES Educação, letramento literário, tecnologias digitaos,",binomio atual letramento digital tecnologias digitais comunicacao contribuciones las ciencias sociales letramento literario tecnologias digitaos,"Tópico 12: Desenvolvimento, Energia, Dados",
95,Artigo,"REPRESENTATIVIDADE FEMININA NEGRA NO ROMANCE EPISTOLAR CARTAS PARA MINHA MÃE, DE TERESA CÁRDENAS, E NO POEMA-CANÇÃO ME GRITARON NEGRA, DE VICTORIA SANTA CRUZ",Denise Dias,2024,IFGOIANO,,CADERNO SEMINAL DIGITAL (RIO DE JANEIRO),,"identidade, Literatura, ",,,"REPRESENTATIVIDADE FEMININA NEGRA NO ROMANCE EPISTOLAR CARTAS PARA MINHA MÃE, DE TERESA CÁRDENAS, E NO POEMA-CANÇÃO ME GRITARON NEGRA, DE VICTORIA SANTA CRUZ CADERNO SEMINAL DIGITAL (RIO DE JANEIRO) identidade, Literatura,",representatividade feminina negra romance epistolar cartas mae teresa cardenas poema cancao gritaron negra victoria cruz caderno seminal digital janeiro identidade literatura,"Tópico 1: Cientifico, Nacional, Historia",
96,Artigo,FORMAÇÃO CONTINUADA DE PROFESSORES E SUAS CATEGORIAS: A CONSTRUÇÃO DE SUJEITOS EDUCANDOS OMNILATERAIS,Denise Dias,2024,IFGOIANO,,Formação em movimento,,"documentos normativos, professor-trabalhador;, educação e formação continuada, ",,,"FORMAÇÃO CONTINUADA DE PROFESSORES E SUAS CATEGORIAS: A CONSTRUÇÃO DE SUJEITOS EDUCANDOS OMNILATERAIS Formação em movimento documentos normativos, professor-trabalhador;, educação e formação continuada,",continuada professores categorias construcao sujeitos educandos omnilaterais movimento documentos normativos trabalhador continuada,"Tópico 2: Matematica, Aprendizagem, Quimica",
97,Artigo,RECURSOS FÍSICOS E DIGITAIS PARA DESPERTAR A PRÁTICA DA LEITURA: RELATO DE EXPERIÊNCIA NO CONTEXTO ESCOLAR,Denise Dias,2024,IFGOIANO,,Revista Ciclo: vivencias e ensino em formação,,,,,RECURSOS FÍSICOS E DIGITAIS PARA DESPERTAR A PRÁTICA DA LEITURA: RELATO DE EXPERIÊNCIA NO CONTEXTO ESCOLAR Revista Ciclo: vivencias e ensino em formação,recursos fisicos digitais despertar pratica leitura relato escolar revista ciclo vivencias,"Tópico 2: Matematica, Aprendizagem, Quimica",
98,Artigo,O ARAGUAIA PELOS OLHOS DE LÊDA SELMA,Denise Dias,2024,IFGOIANO,,https://doi.org/10.18224/gua.v14i2.15060,,"Ecocrítica, Literatura, Consciência ecológica, Lêda Selma, ",,,"O ARAGUAIA PELOS OLHOS DE LÊDA SELMA https://doi.org/10.18224/gua.v14i2.15060 Ecocrítica, Literatura, Consciência ecológica, Lêda Selma,",araguaia olhos leda selma https doi org gua ecocritica literatura consciencia ecologica leda selma,"Tópico 4: Development, Agroecologia, Plantas",
99,Artigo,"A DRAMATURGIA ENGAJADA DE JORGE AMADO: INTERTEXTUALIDADE, TEATRO ÉPICO E CONSCIENTIZAÇÃO SOCIAL EM O AMOR DO SOLDADO",Denise Dias,2025,IFGOIANO,,Revista TXAI,,"teatro, ´politica, ",,,"A DRAMATURGIA ENGAJADA DE JORGE AMADO: INTERTEXTUALIDADE, TEATRO ÉPICO E CONSCIENTIZAÇÃO SOCIAL EM O AMOR DO SOLDADO Revista TXAI teatro, ´politica,",dramaturgia engajada jorge amado intertextualidade teatro epico conscientizacao social amor soldado revista txai teatro politica,"Tópico 6: Extensao, None, Extensao none",
100,Artigo,Literary Literacy: From The Right To Learn To Critical Education,Denise Dias,2024,IFGOIANO,,IOSR Journal of Business and Management (IOSR-JBM),,"Literature, reading and reader, literary literacy and critical training, ",,,"Literary Literacy: From The Right To Learn To Critical Education IOSR Journal of Business and Management (IOSR-JBM) Literature, reading and reader, literary literacy and critical training,",literary literacy from the right learn critical education iosr journal business and management iosr jbm literature reading and reader literary literacy and critical training,"Tópico 13: And, The, Journal",
1,Projeto,Impressora 3D para metais utilizando manufatura aditiva por fusão seletiva a laser,Giuliano Gonçalves De Souza,,IFB,,,"A manufatura aditiva por Fusão Seletiva a Laser (FSL) ou em inglês Selective Laser Melting (LSM), é uma técnica de fabricação que possibilita a concepção de peças complexas, metálicas ou poliméricas, a partir da adição de camadas consecutivas de pó (material de adição), que são adicionadas à peça pelo processo de fusão localizada por feixe laser. Após a adição da camada de pó, o laser varre a superfície, fundindo-a  em áreas predefinidas pelo software de controle do cabeçote laser. &#10;Neste trabalho será desenvolvido e fabricado uma máquina de manufatura aditiva que utiliza fusão seletiva a laser. O projeto está dividido em 6 sistemas; o sistema mecânico, que é composto por câmara de atmosfera controlada e mecanismos; o sistema energético, composto por cabeçote laser e sistema de controle de temperatura e pressão; o sistema de informação, composto por hardwares e softwares de gerenciamento da posição e da potência do laser; sistema de sensoriamento, que é responsável pela medição dos parâmetros do processo; sistema de atuação, que manipula os parâmetros do processo e o por fim; o sistema de controle, que gerencia o processo a partir de parâmetros pré definidos.&#10;O desenvolvimento desse equipamento de fusão seletiva a laser, possibilitará o inicio da pesquisa em manufatura aditiva, no Instituto Federal do Espírito Santo, pois o equipamento será construído de forma a possibilitar a variação dos parâmetros de fabricação, tais como, pressão, temperatura, composição química da atmosfera, material de adição, espessura e geometria da camada fundida, aporte térmico e a própria geometria da peça a ser fabricada.",,PESQUISA,None,"Impressora 3D para metais utilizando manufatura aditiva por fusão seletiva a laser A manufatura aditiva por Fusão Seletiva a Laser (FSL) ou em inglês Selective Laser Melting (LSM), é uma técnica de fabricação que possibilita a concepção de peças complexas, metálicas ou poliméricas, a partir da adição de camadas consecutivas de pó (material de adição), que são adicionadas à peça pelo processo de fusão localizada por feixe laser. Após a adição da camada de pó, o laser varre a superfície, fundindo-a em áreas predefinidas pelo software de controle do cabeçote laser. Neste trabalho será desenvolvido e fabricado uma máquina de manufatura aditiva que utiliza fusão seletiva a laser. O projeto está dividido em 6 sistemas; o sistema mecânico, que é composto por câmara de atmosfera controlada e mecanismos; o sistema energético, composto por cabeçote laser e sistema de controle de temperatura e pressão; o sistema de informação, composto por hardwares e softwares de gerenciamento da posição e da potência do laser; sistema de sensoriamento, que é responsável pela medição dos parâmetros do processo; sistema de atuação, que manipula os parâmetros do processo e o por fim; o sistema de controle, que gerencia o processo a partir de parâmetros pré definidos. O desenvolvimento desse equipamento de fusão seletiva a laser, possibilitará o inicio da pesquisa em manufatura aditiva, no Instituto Federal do Espírito Santo, pois o equipamento será construído de forma a possibilitar a variação dos parâmetros de fabricação, tais como, pressão, temperatura, composição química da atmosfera, material de adição, espessura e geometria da camada fundida, aporte térmico e a própria geometria da peça a ser fabricada. PESQUISA None",impressora metais manufatura aditiva fusao seletiva laser manufatura aditiva fusao seletiva laser fsl ingles selective laser melting lsm fabricacao possibilita concepcao pecas complexas metalicas polimericas adicao camadas consecutivas adicao adicionadas peca fusao localizada feixe laser adicao camada laser varre superficie fundindo predefinidas software cabecote laser neste sera desenvolvido fabricado maquina manufatura aditiva utiliza fusao seletiva laser dividido mecanico composto camara atmosfera controlada mecanismos energetico composto cabecote laser temperatura pressao composto hardwares softwares gerenciamento posicao potencia laser sensoriamento responsavel medicao parametros atuacao manipula parametros fim gerencia parametros pre definidos desenvolvimento desse equipamento fusao seletiva laser possibilitara inicio manufatura aditiva santo pois equipamento sera construido possibilitar variacao parametros fabricacao tais pressao temperatura composicao quimica atmosfera adicao espessura geometria camada fundida aporte termico propria geometria peca fabricada none,"Tópico 18: Serao, Sera, None",
2,Projeto,Robô Submarino Bioinspirado,Giuliano Gonçalves De Souza,,IFB,,,"A Biomimética é uma área da ciência que tem por objetivo o estudo das estruturas biológicas e das suas funções, procurando aprender com a natureza, suas estratégias e soluções, e utilizar esse conhecimento em diferentes domínios da ciência e engenharia. A tartaruga é um animal que nada suavemente e consegue atingir longas distâncias e por isso tem sido inspiração para o projeto de robôs submarinos autônomos.&#10;O principal objetivo desse trabalho e desenvolver um robô bioinspirado em tartaruga marinha, para monitoramento autônomo dos Oceanos. Para atingir esse objetivo, será necessário estudar o modelo vivo (tartaruga); modelar, projetar e construir o sistema. Para facilitar a fabricação dos sistemas mecânicos será utilizada a Impressão 3D em plástico ABS.",,DESENVOLVIMENTO,None,"Robô Submarino Bioinspirado A Biomimética é uma área da ciência que tem por objetivo o estudo das estruturas biológicas e das suas funções, procurando aprender com a natureza, suas estratégias e soluções, e utilizar esse conhecimento em diferentes domínios da ciência e engenharia. A tartaruga é um animal que nada suavemente e consegue atingir longas distâncias e por isso tem sido inspiração para o projeto de robôs submarinos autônomos. O principal objetivo desse trabalho e desenvolver um robô bioinspirado em tartaruga marinha, para monitoramento autônomo dos Oceanos. Para atingir esse objetivo, será necessário estudar o modelo vivo (tartaruga); modelar, projetar e construir o sistema. Para facilitar a fabricação dos sistemas mecânicos será utilizada a Impressão 3D em plástico ABS. DESENVOLVIMENTO None",robo submarino bioinspirado biomimetica area estruturas biologicas funcoes procurando aprender natureza solucoes utilizar conhecimento dominios engenharia tartaruga animal nada suavemente consegue atingir longas distancias sido inspiracao robos submarinos autonomos principal desse desenvolver robo bioinspirado tartaruga marinha monitoramento autonomo oceanos atingir sera necessario estudar vivo tartaruga modelar projetar construir facilitar fabricacao mecanicos sera utilizada impressao plastico abs desenvolvimento none,"Tópico 10: Estudantes, Cientifica, None",
3,Projeto,Sistema de Manufatura Aditiva por Fusão seletiva a Laser,Giuliano Gonçalves De Souza,,IFB,,,"A manufatura aditiva por Fusão Seletiva a Laser FSL ou LSM (Selective Laser Melting) em inglês, é uma técnica de fabricação que possibilita a concepção de peças complexar, pois o processo consiste em adiciona finas camadas de materiais de adição com geometria plana de alta complexidade, sendo que a camada é agregada à peça por fusão localizada com o auxilio de um cabeçote a laser de fibra, que possibilita a fusão de pequenas áreas.&#10;Neste trabalho será desenvolvido uma máquina de manufatura aditiva que utiliza fusão seletiva a laser. O projeto está dividido em 6 sistemas; o sistema mecânico, que é composto por câmara de atmosfera controlada e mecanismos; o sistema energético, composto por cabeçote laser e sistema de controle de temperatura e pressão; o sistema de informação, composto por hardwares e softwares de gerenciamento da posição e potência do laser; sistema de sensoriamento, que é responsável pela medição dos parâmetros do processo; sistema de atuação, que manipula os parâmetros do processo e o por fim; o sistema de controle, que gerencia o processo a partir de parâmetros pré definidos.&#10;O desenvolvimento desse equipamento de fusão seletiva a laser, possibilitará o inicio da pesquisa de novas técnicas de fabricação, pois o equipamento será construído de forma a possibilitar a variação dos parâmetros de fabricação, tais como, pressão, temperatura, química da atmosfera, material adicionado, espessura e geometria da camada fundida, aporte térmico e dinâmica do laser e a própria geometria da peça a ser fabricada.",,DESENVOLVIMENTO,None,"Sistema de Manufatura Aditiva por Fusão seletiva a Laser A manufatura aditiva por Fusão Seletiva a Laser FSL ou LSM (Selective Laser Melting) em inglês, é uma técnica de fabricação que possibilita a concepção de peças complexar, pois o processo consiste em adiciona finas camadas de materiais de adição com geometria plana de alta complexidade, sendo que a camada é agregada à peça por fusão localizada com o auxilio de um cabeçote a laser de fibra, que possibilita a fusão de pequenas áreas. Neste trabalho será desenvolvido uma máquina de manufatura aditiva que utiliza fusão seletiva a laser. O projeto está dividido em 6 sistemas; o sistema mecânico, que é composto por câmara de atmosfera controlada e mecanismos; o sistema energético, composto por cabeçote laser e sistema de controle de temperatura e pressão; o sistema de informação, composto por hardwares e softwares de gerenciamento da posição e potência do laser; sistema de sensoriamento, que é responsável pela medição dos parâmetros do processo; sistema de atuação, que manipula os parâmetros do processo e o por fim; o sistema de controle, que gerencia o processo a partir de parâmetros pré definidos. O desenvolvimento desse equipamento de fusão seletiva a laser, possibilitará o inicio da pesquisa de novas técnicas de fabricação, pois o equipamento será construído de forma a possibilitar a variação dos parâmetros de fabricação, tais como, pressão, temperatura, química da atmosfera, material adicionado, espessura e geometria da camada fundida, aporte térmico e dinâmica do laser e a própria geometria da peça a ser fabricada. DESENVOLVIMENTO None",manufatura aditiva fusao seletiva laser manufatura aditiva fusao seletiva laser fsl lsm selective laser melting ingles fabricacao possibilita concepcao pecas complexar pois consiste adiciona finas camadas materiais adicao geometria plana alta complexidade sendo camada agregada peca fusao localizada auxilio cabecote laser fibra possibilita fusao pequenas neste sera desenvolvido maquina manufatura aditiva utiliza fusao seletiva laser dividido mecanico composto camara atmosfera controlada mecanismos energetico composto cabecote laser temperatura pressao composto hardwares softwares gerenciamento posicao potencia laser sensoriamento responsavel medicao parametros atuacao manipula parametros fim gerencia parametros pre definidos desenvolvimento desse equipamento fusao seletiva laser possibilitara inicio fabricacao pois equipamento sera construido possibilitar variacao parametros fabricacao tais pressao temperatura quimica atmosfera adicionado espessura geometria camada fundida aporte termico dinamica laser propria geometria peca fabricada desenvolvimento none,"Tópico 18: Serao, Sera, None",
